galaxy,ring,variant,noise_model,psf_id,n_fit,effective_kmin,kmax,P0,noise_coefficient,noise_coefficient_nonnegative,physical_solution,Pr,P_fluctuation,mbar_observed,mbar_sigma_formal,P0_sigma_formal,cov_P0_P0,cov_P0_Pnoise,cov_Pnoise_P0,cov_Pnoise_Pnoise,chi2,chi2_reduced,aicc,condition_number,template_correlation,covariance_correlation
NGC 4486,outer,winsor_3.5,N(k),stpsf_field_1024_768,24,0.04,0.25,-1.2581361821438972,0.6445222060164971,True,False,2.0554918226577445e-05,-1.2581567370621238,,,0.1003885988360485,0.01007787077626508,-0.003346183090391843,-0.003346183090391845,0.0011173209880707656,2819.32059759435,128.15093625428864,2823.8920261657786,44.483110450743126,0.9974390962742391,-0.997186359556458
NGC 4486,outer,winsor_4.0,constant,stpsf_O2024062601-NRCA3_FP1-1,24,0.04,0.25,1.1504192395885637,-0.09360094159586735,False,True,2.0554918226577445e-05,1.1503986846703371,27.847638278108747,0.02605967911904786,0.027611698357394434,0.0007624058861797385,-0.00013849203733272503,-0.00013849203733272503,2.753616638548841e-05,3209.1682549036022,145.8712843138001,3213.7396834750307,18.494635233901814,,-0.9558284328136671
NGC 4486,outer,winsor_4.0,N(k),stpsf_O2024062601-NRCA3_FP1-1,24,0.04,0.25,-1.285675966007221,0.6516322160109923,True,False,2.0554918226577445e-05,-1.2856965209254476,,,0.10641358200695686,0.011323850435551333,-0.00373421730625798,-0.0037342173062579797,0.00123812923246998,2991.1982468577785,135.96355667535357,2995.769675429207,45.54172706826594,0.9974829077898767,-0.9972855726363704
NGC 4486,outer,winsor_4.0,constant,stpsf_field_1280_1024,24,0.04,0.25,1.14968277747421,-0.09320885137448938,False,True,2.0554918226577445e-05,1.1496622225559834,27.848333567182006,0.026063402775011048,0.02759796480063601,0.0007616476611371443,-0.00013818317763669203,-0.0001381831776366919,2.744968592044909e-05,3210.0738794788135,145.9124490672188,3214.645308050242,18.481367151475457,,-0.9556732483826843
NGC 4486,outer,winsor_4.0,N(k),stpsf_field_1280_1024,24,0.04,0.25,-1.2973531782543077,0.6550404408251344,True,False,2.0554918226577445e-05,-1.2973737331725343,,,0.10696807816296505,0.0114421697458782,-0.0037693321019210317,-0.0037693321019210313,0.0012483784682160595,2971.268862608945,135.05767557313385,2975.8402911803732,45.92294656045187,0.9975467710693158,-0.9973258489843904
NGC 4486,outer,winsor_4.0,constant,stpsf_field_768_1024,24,0.04,0.25,1.1464063334594397,-0.09303592530896347,False,True,2.0554918226577445e-05,1.146385778541213,27.85143224482518,0.02633404581264616,0.027805074085924555,0.0007731221449237532,-0.00014054921455730463,-0.0001405492145573047,2.797966569876643e-05,3276.230474697365,148.91956703169842,3280.8019032687935,18.433505109236684,,-0.9556153248388938
NGC 4486,outer,winsor_4.0,N(k),stpsf_field_768_1024,24,0.04,0.25,-1.2921333233688679,0.6542096359190749,True,False,2.0554918226577445e-05,-1.2921538782870945,,,0.10821137320688384,0.011709701291319497,-0.0038655176348578076,-0.0038655176348578067,0.001282906013860891,3052.780815584837,138.76276434476532,3057.3522441562654,45.85107030403362,0.9972559132582318,-0.9973264340436838
NGC 4486,outer,winsor_4.0,constant,stpsf_field_1024_1280,24,0.04,0.25,1.1526352098200618,-0.09108827253623134,False,True,2.0554918226577445e-05,1.1526146549018352,27.84554887653198,0.025254662867644797,0.026810282643505677,0.0007187912554246618,-0.00012875144132791372,-0.0001287514413279137,2.5298138443115906e-05,3016.256540272122,137.10257001236917,3020.8279688435505,18.506792100689015,,-0.9547868403392268
NGC 4486,outer,winsor_4.0,N(k),stpsf_field_1024_1280,24,0.04,0.25,-1.3657926638119253,0.6723821533805382,True,False,2.0554918226577445e-05,-1.365813218730152,,,0.11566799115101711,0.013379084176911775,-0.004356422422079072,-0.004356422422079068,0.0014254985583662353,3112.4943865173127,141.47701756896876,3117.065815088741,48.40874442516922,0.9972251953898031,-0.9975470768577188
NGC 4486,outer,winsor_4.0,constant,stpsf_field_1024_768,24,0.04,0.25,1.1476791576198224,-0.0946418121535464,False,True,2.0554918226577445e-05,1.1476586027015958,27.850227428191005,0.02648878988809233,0.02799951540438542,0.0007839728628804164,-0.0001434607226313021,-0.00014346072263130217,2.8709030182782325e-05,3314.3481687313656,150.65218948778934,3318.919597302794,18.463183571502228,,-0.9562539414356106
NGC 4486,outer,winsor_4.0,N(k),stpsf_field_1024_768,24,0.04,0.25,-1.2594664053018725,0.6458257517148561,True,False,2.0554918226577445e-05,-1.259486960220099,,,0.10052354124214086,0.010104982343860393,-0.003355034708533053,-0.0033550347085330523,0.0011202312080645415,2807.2618353096227,127.60281069589195,2811.833263881051,44.46785822164513,0.9974390962742391,-0.9971842357268975
