program,target,mast_target_name,observation_number,obsid,ra_deg,dec_deg,morphology,redshift,science_frame_class,signal_role,color_role,parallel_role,observed_start_utc,observed_end_utc,mast_inventory_utc,signal_filter,signal_instrument,signal_product,signal_product_uri,signal_exposure_time_s,signal_content_length_bytes,signal_data_rights,signal_release_utc,signal_http_status,signal_last_modified,color_filter,color_instrument,color_product,color_product_uri,color_exposure_time_s,color_content_length_bytes,color_data_rights,color_release_utc,color_http_status,color_last_modified,parallel_filter,parallel_instrument,parallel_product,parallel_product_uri,parallel_exposure_time_s,parallel_content_length_bytes,parallel_data_rights,parallel_release_utc,parallel_http_status,parallel_last_modified,download_ready_nircam_pair,notes
5989,NGC 4881,NGC-4881,23,o023_t023,194.99000000,28.24738889,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-05-29T06:09:27.597000+00:00,2025-05-29T06:26:38.426000+00:00,2026-07-16T15:07:19.878684+00:00,F150W,NIRCAM,jw05989-o023_t023_nircam_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o023_t023_nircam_clear-f150w_i2d.fits,773.048,1290240000,PUBLIC,2026-05-29T18:15:06.993504+00:00,200,"Wed, 08 Jul 2026 01:36:34 GMT",F356W,NIRCAM,jw05989-o023_t023_nircam_clear-f356w_i2d.fits,mast:JWST/product/jw05989-o023_t023_nircam_clear-f356w_i2d.fits,773.048,306570240,PUBLIC,2026-05-29T18:15:06.993504+00:00,200,"Wed, 08 Jul 2026 01:35:56 GMT",F150W,NIRISS,jw05989-o023_t023_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o023_t023_niriss_clear-f150w_i2d.fits,687.152,128972160,PUBLIC,2026-05-29T18:07:10.998624+00:00,200,"Wed, 08 Jul 2026 01:28:09 GMT",yes,
5989,NGC 4850,NGC-4850,24,o024_t024,194.59100000,27.96771944,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-05-29T06:47:27.595000+00:00,2025-05-29T07:04:38.424000+00:00,2026-07-16T15:07:19.878693+00:00,F150W,NIRCAM,jw05989-o024_t024_nircam_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o024_t024_nircam_clear-f150w_i2d.fits,773.048,1290522240,PUBLIC,2026-05-29T18:20:30.991776+00:00,200,"Tue, 07 Jul 2026 23:05:28 GMT",F356W,NIRCAM,jw05989-o024_t024_nircam_clear-f356w_i2d.fits,mast:JWST/product/jw05989-o024_t024_nircam_clear-f356w_i2d.fits,773.048,306570240,PUBLIC,2026-05-29T18:20:30.991776+00:00,200,"Tue, 07 Jul 2026 23:05:17 GMT",F150W,NIRISS,jw05989-o024_t024_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o024_t024_niriss_clear-f150w_i2d.fits,687.152,128972160,PUBLIC,2026-05-29T18:43:03.998496+00:00,200,"Wed, 08 Jul 2026 01:20:01 GMT",yes,
5989,NGC 4851,NGC-4851,25,o025_t025,194.59044000,28.14876111,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-04-27T01:37:06.917000+00:00,2025-04-27T01:54:28.434000+00:00,2026-07-16T15:07:19.878701+00:00,F150W,NIRCAM,jw05989-o025_t025_nircam_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o025_t025_nircam_clear-f150w_i2d.fits,773.048,1290401280,PUBLIC,2026-04-27T11:32:39.003072+00:00,200,"Wed, 08 Jul 2026 02:03:23 GMT",F356W,NIRCAM,jw05989-o025_t025_nircam_clear-f356w_i2d.fits,mast:JWST/product/jw05989-o025_t025_nircam_clear-f356w_i2d.fits,773.048,306429120,PUBLIC,2026-04-27T11:32:39.003072+00:00,200,"Wed, 08 Jul 2026 02:03:08 GMT",F150W,NIRISS,jw05989-o025_t025_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o025_t025_niriss_clear-f150w_i2d.fits,687.152,128972160,PUBLIC,2026-04-27T11:29:29.997888+00:00,200,"Tue, 07 Jul 2026 23:51:43 GMT",yes,
5989,NGC 4919,NGC-4919,26,o026_t026,195.32330000,27.80908889,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-05-29T07:26:31.144000+00:00,2025-05-29T07:44:03.349000+00:00,2026-07-16T15:07:19.878710+00:00,F150W,NIRCAM,jw05989-o026_t026_nircam_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o026_t026_nircam_clear-f150w_i2d.fits,773.048,1290522240,PUBLIC,2026-05-29T19:00:47.993760+00:00,200,"Wed, 08 Jul 2026 01:20:34 GMT",F356W,NIRCAM,jw05989-o026_t026_nircam_clear-f356w_i2d.fits,mast:JWST/product/jw05989-o026_t026_nircam_clear-f356w_i2d.fits,773.048,306570240,PUBLIC,2026-05-29T19:00:47.993760+00:00,200,"Wed, 08 Jul 2026 01:19:19 GMT",F150W,NIRISS,jw05989-o026_t026_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o026_t026_niriss_clear-f150w_i2d.fits,687.152,128972160,PUBLIC,2026-05-29T18:52:17.998752+00:00,200,"Tue, 07 Jul 2026 22:54:37 GMT",yes,
5989,NGC 4854,NGC-4854,27,o027_t027,194.69751000,27.67473889,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-05-29T08:04:51.799000+00:00,2025-05-29T08:22:01.555000+00:00,2026-07-16T15:07:19.878719+00:00,F150W,NIRCAM,jw05989-o027_t027_nircam_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o027_t027_nircam_clear-f150w_i2d.fits,773.048,1290240000,PUBLIC,2026-05-29T19:49:53.987520+00:00,200,"Tue, 07 Jul 2026 22:44:22 GMT",F356W,NIRCAM,jw05989-o027_t027_nircam_clear-f356w_i2d.fits,mast:JWST/product/jw05989-o027_t027_nircam_clear-f356w_i2d.fits,773.048,306570240,PUBLIC,2026-05-29T19:49:53.987520+00:00,200,"Tue, 07 Jul 2026 22:44:01 GMT",F150W,NIRISS,jw05989-o027_t027_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o027_t027_niriss_clear-f150w_i2d.fits,687.152,128972160,PUBLIC,2026-05-29T19:46:31.990368+00:00,200,"Tue, 07 Jul 2026 22:43:48 GMT",yes,
5989,NGC 4853,NGC-4853,28,o028_t028,194.64663000,27.59633056,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-05-29T08:50:53.332000+00:00,2025-05-29T09:08:05.389000+00:00,2026-07-16T15:07:19.878729+00:00,F150W,NIRCAM,jw05989-o028_t028_nircam_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o028_t028_nircam_clear-f150w_i2d.fits,773.048,1290522240,PUBLIC,2026-05-29T21:00:27+00:00,200,"Wed, 08 Jul 2026 01:43:55 GMT",F356W,NIRCAM,jw05989-o028_t028_nircam_clear-f356w_i2d.fits,mast:JWST/product/jw05989-o028_t028_nircam_clear-f356w_i2d.fits,773.048,306570240,PUBLIC,2026-05-29T21:00:27+00:00,200,"Wed, 08 Jul 2026 00:11:27 GMT",F150W,NIRISS,jw05989-o028_t028_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o028_t028_niriss_clear-f150w_i2d.fits,687.152,128972160,PUBLIC,2026-05-29T20:54:26.997120+00:00,200,"Tue, 07 Jul 2026 22:28:56 GMT",yes,
5989,NGC 4927,NGC-4927,29,o029_t029,195.49000000,28.00588889,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-06-02T05:43:41.893000+00:00,2025-06-02T06:01:14.162000+00:00,2026-07-16T15:07:19.878737+00:00,F150W,NIRCAM,jw05989-o029_t029_nircam_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o029_t029_nircam_clear-f150w_i2d.fits,773.048,1290404160,PUBLIC,2026-06-02T18:43:30.998496+00:00,200,"Tue, 07 Jul 2026 23:05:50 GMT",F356W,NIRCAM,jw05989-o029_t029_nircam_clear-f356w_i2d.fits,mast:JWST/product/jw05989-o029_t029_nircam_clear-f356w_i2d.fits,773.048,306570240,PUBLIC,2026-06-02T18:43:30.998496+00:00,200,"Tue, 07 Jul 2026 23:05:39 GMT",F150W,NIRISS,jw05989-o029_t029_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o029_t029_niriss_clear-f150w_i2d.fits,687.152,128972160,PUBLIC,2026-06-02T18:43:09.998976+00:00,200,"Tue, 07 Jul 2026 22:59:27 GMT",yes,
5989,CGCG 160-223,CGCG-160-223,30,o030_t030,194.80800000,28.07625000,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-05-31T21:29:11.542000+00:00,2025-05-31T21:46:43.811000+00:00,2026-07-16T15:07:19.878746+00:00,F150W,NIRCAM,jw05989-o030_t030_nircam_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o030_t030_nircam_clear-f150w_i2d.fits,773.048,1290242880,PUBLIC,2026-06-01T14:33:24.991200+00:00,200,"Tue, 07 Jul 2026 23:25:16 GMT",F356W,NIRCAM,jw05989-o030_t030_nircam_clear-f356w_i2d.fits,mast:JWST/product/jw05989-o030_t030_nircam_clear-f356w_i2d.fits,773.048,306570240,PUBLIC,2026-06-01T14:33:24.991200+00:00,200,"Tue, 07 Jul 2026 23:25:02 GMT",F150W,NIRISS,jw05989-o030_t030_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o030_t030_niriss_clear-f150w_i2d.fits,687.152,128972160,PUBLIC,2026-06-01T13:45:58.994208+00:00,200,"Wed, 08 Jul 2026 00:38:00 GMT",yes,
5989,NGC 4908,NGC-4908,31,o031_t031,195.22692000,28.00763889,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-05-31T18:12:27.330000+00:00,2025-05-31T18:29:38.159000+00:00,2026-07-16T15:07:19.878755+00:00,F150W,NIRCAM,jw05989-o031_t031_nircam_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o031_t031_nircam_clear-f150w_i2d.fits,773.048,1290522240,PUBLIC,2026-06-01T10:22:33.995424+00:00,200,"Wed, 08 Jul 2026 01:01:44 GMT",F356W,NIRCAM,jw05989-o031_t031_nircam_clear-f356w_i2d.fits,mast:JWST/product/jw05989-o031_t031_nircam_clear-f356w_i2d.fits,773.048,306570240,PUBLIC,2026-06-01T10:22:33.995424+00:00,200,"Wed, 08 Jul 2026 01:01:25 GMT",F150W,NIRISS,jw05989-o031_t031_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o031_t031_niriss_clear-f150w_i2d.fits,687.152,128972160,PUBLIC,2026-06-01T10:22:06.995424+00:00,200,"Tue, 07 Jul 2026 22:53:21 GMT",yes,
5989,NGC 4923,NGC-4923,32,o032_t032,195.38250000,27.84753056,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-05-31T20:10:40.187000+00:00,2025-05-31T20:27:51.016000+00:00,2026-07-16T15:07:19.878764+00:00,F150W,NIRCAM,jw05989-o032_t032_nircam_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o032_t032_nircam_clear-f150w_i2d.fits,773.048,1290522240,PUBLIC,2026-06-01T12:32:47.997600+00:00,200,"Wed, 08 Jul 2026 00:10:55 GMT",F356W,NIRCAM,jw05989-o032_t032_nircam_clear-f356w_i2d.fits,mast:JWST/product/jw05989-o032_t032_nircam_clear-f356w_i2d.fits,773.048,306570240,PUBLIC,2026-06-01T12:32:47.997600+00:00,200,"Wed, 08 Jul 2026 00:10:48 GMT",F150W,NIRISS,jw05989-o032_t032_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o032_t032_niriss_clear-f150w_i2d.fits,687.152,128972160,PUBLIC,2026-06-01T12:30:50.996448+00:00,200,"Tue, 07 Jul 2026 22:46:13 GMT",yes,
5989,NGC 4873,NGC-4873,33,o033_t033,194.88664000,27.98360000,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-05-31T20:48:09.145000+00:00,2025-05-31T21:05:30.662000+00:00,2026-07-16T15:07:19.878773+00:00,F150W,NIRCAM,jw05989-o033_t033_nircam_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o033_t033_nircam_clear-f150w_i2d.fits,773.048,1290522240,PUBLIC,2026-06-01T12:59:50.997408+00:00,200,"Tue, 07 Jul 2026 23:29:34 GMT",F356W,NIRCAM,jw05989-o033_t033_nircam_clear-f356w_i2d.fits,mast:JWST/product/jw05989-o033_t033_nircam_clear-f356w_i2d.fits,773.048,306570240,PUBLIC,2026-06-01T12:59:50.997408+00:00,200,"Tue, 07 Jul 2026 23:29:24 GMT",F150W,NIRISS,jw05989-o033_t033_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o033_t033_niriss_clear-f150w_i2d.fits,687.152,128972160,PUBLIC,2026-06-01T12:59:50.997408+00:00,200,"Tue, 07 Jul 2026 22:23:45 GMT",yes,
5989,CGCG 160-065,CGCG-160-065,34,o034_t034,194.62585000,28.01475000,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-05-31T19:31:27.086000+00:00,2025-05-31T19:48:42.410000+00:00,2026-07-16T15:07:19.878782+00:00,F150W,NIRCAM,jw05989-o034_t034_nircam_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o034_t034_nircam_clear-f150w_i2d.fits,773.048,1290525120,PUBLIC,2026-06-01T12:16:24.998880+00:00,200,"Wed, 08 Jul 2026 01:43:55 GMT",F356W,NIRCAM,jw05989-o034_t034_nircam_clear-f356w_i2d.fits,mast:JWST/product/jw05989-o034_t034_nircam_clear-f356w_i2d.fits,773.048,306630720,PUBLIC,2026-06-01T12:16:24.998880+00:00,200,"Wed, 08 Jul 2026 01:41:26 GMT",F150W,NIRISS,jw05989-o034_t034_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o034_t034_niriss_clear-f150w_i2d.fits,687.152,128972160,PUBLIC,2026-06-01T12:16:02.998848+00:00,200,"Tue, 07 Jul 2026 22:59:19 GMT",yes,
5989,NGC 4926,NGC-4926,35,o035_t035,195.47388000,27.62445000,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-05-31T22:50:45.282000+00:00,2025-05-31T23:04:27.743000+00:00,2026-07-16T15:07:19.878790+00:00,,,,,,,,,,,,,,,,,,,,,F150W,NIRISS,jw05989-o035_t035_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o035_t035_niriss_clear-f150w_i2d.fits,687.152,118045440,PUBLIC,2026-06-01T22:08:42.988992+00:00,200,"Tue, 07 Jul 2026 22:25:27 GMT",no,NIRCam F150W association i2d absent from current MAST discovery; NIRCam F356W association i2d absent from current MAST discovery
5989,NGC 4841A,NGC-4841A,36,o036_t036,194.38314000,28.47693889,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-04-27T00:19:27.401000+00:00,2025-04-27T00:36:38.167000+00:00,2026-07-16T15:07:19.878797+00:00,F150W,NIRCAM,jw05989-o036_t036_nircam_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o036_t036_nircam_clear-f150w_i2d.fits,773.048,1290522240,PUBLIC,2026-04-27T07:27:31.002336+00:00,200,"Wed, 08 Jul 2026 01:58:15 GMT",F356W,NIRCAM,jw05989-o036_t036_nircam_clear-f356w_i2d.fits,mast:JWST/product/jw05989-o036_t036_nircam_clear-f356w_i2d.fits,773.048,306570240,PUBLIC,2026-04-27T07:27:31.002336+00:00,200,"Wed, 08 Jul 2026 01:57:46 GMT",F150W,NIRISS,jw05989-o036_t036_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o036_t036_niriss_clear-f150w_i2d.fits,687.152,128972160,PUBLIC,2026-04-27T07:27:11.002464+00:00,200,"Wed, 08 Jul 2026 00:06:05 GMT",yes,
5989,NGC 4839,NGC-4839,37,o037_t037,194.35151000,27.49781944,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-05-31T18:52:56.816000+00:00,2025-05-31T19:10:07.853000+00:00,2026-07-16T15:07:19.878806+00:00,F150W,NIRCAM,jw05989-o037_t037_nircam_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o037_t037_nircam_clear-f150w_i2d.fits,773.048,1290240000,PUBLIC,2026-06-01T11:29:31.998048+00:00,200,"Wed, 08 Jul 2026 00:00:28 GMT",F356W,NIRCAM,jw05989-o037_t037_nircam_clear-f356w_i2d.fits,mast:JWST/product/jw05989-o037_t037_nircam_clear-f356w_i2d.fits,773.048,306570240,PUBLIC,2026-06-01T11:29:31.998048+00:00,200,"Wed, 08 Jul 2026 00:00:10 GMT",F150W,NIRISS,jw05989-o037_t037_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o037_t037_niriss_clear-f150w_i2d.fits,687.152,128972160,PUBLIC,2026-06-01T11:29:15.997632+00:00,200,"Tue, 07 Jul 2026 21:48:17 GMT",yes,
5989,NGC 4816,NGC-4816,38,o038_t038,194.05062000,27.74548056,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-04-27T01:00:09.767000+00:00,2025-04-27T01:17:31.284000+00:00,2026-07-16T15:07:19.878815+00:00,F150W,NIRCAM,jw05989-o038_t038_nircam_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o038_t038_nircam_clear-f150w_i2d.fits,773.048,1290522240,PUBLIC,2026-04-27T11:13:23.998368+00:00,200,"Wed, 08 Jul 2026 03:27:55 GMT",F356W,NIRCAM,jw05989-o038_t038_nircam_clear-f356w_i2d.fits,mast:JWST/product/jw05989-o038_t038_nircam_clear-f356w_i2d.fits,773.048,306570240,PUBLIC,2026-04-27T11:13:23.998368+00:00,200,"Wed, 08 Jul 2026 03:25:51 GMT",F150W,NIRISS,jw05989-o038_t038_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o038_t038_niriss_clear-f150w_i2d.fits,687.152,128972160,PUBLIC,2026-04-27T11:09:40.005504+00:00,200,"Wed, 08 Jul 2026 01:31:18 GMT",yes,
5989,2MASX J12590459+2754389,2MASX-J12590459+2754389,39,o039_t039,194.76933000,27.91098056,elliptical,,NIRCam target-centered galaxy; NIRISS coordinated parallel field,SBF signal candidate,long-wave color candidate,auxiliary parallel field; not centered on named target,2025-05-31T22:05:54.917000+00:00,2025-05-31T22:23:08.705000+00:00,2026-07-16T15:07:19.878823+00:00,F150W,NIRCAM,jw05989-o039_t039_nircam_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o039_t039_nircam_clear-f150w_i2d.fits,773.048,1290242880,PUBLIC,2026-06-01T14:59:53.995200+00:00,200,"Wed, 08 Jul 2026 01:33:05 GMT",F356W,NIRCAM,jw05989-o039_t039_nircam_clear-f356w_i2d.fits,mast:JWST/product/jw05989-o039_t039_nircam_clear-f356w_i2d.fits,773.048,306570240,PUBLIC,2026-06-01T14:59:53.995200+00:00,200,"Wed, 08 Jul 2026 01:32:41 GMT",F150W,NIRISS,jw05989-o039_t039_niriss_clear-f150w_i2d.fits,mast:JWST/product/jw05989-o039_t039_niriss_clear-f150w_i2d.fits,687.152,128972160,PUBLIC,2026-06-01T14:56:58.989408+00:00,200,"Tue, 07 Jul 2026 21:49:07 GMT",yes,
