galaxy,k,N_reference,N_p16,N_p84,y3168_x96,y96_x1120,y1120_x96,y2656_x1120
NGC 1380,0.12978542186335368,1.1435774591776307,1.1181681031376693,1.1927102632763988,1.1241385830144515,1.0863646525574064,1.1350510414561428,1.2178891620267163
NGC 1380,0.13873614061255046,1.0428721585583947,0.9954246588168246,1.0723287341587058,1.056532139162034,1.0037095535683014,1.0616958199789714,0.9643709744056413
NGC 1380,0.1476868593617473,0.9571278414416055,0.9523203910468658,0.9849641420791022,0.943246024228252,0.9962904464316986,0.9383041800210286,0.9476038445963647
NGC 1380,0.1566375781109441,0.9468662993187517,0.9309966204908022,1.0036635710068214,0.943467860837966,0.9271098617415764,0.9126932483238269,1.0356290255943588
NGC 1380,0.1655882968601409,0.8961797249293519,0.8841656634354659,0.9236037476834837,0.8753719545973626,0.9282233190706143,0.8714929514372926,0.8950721198051373
NGC 1380,0.1745390156093377,0.8558055456396255,0.8433436387609545,0.8600092261856422,0.8500959747124623,0.8488414422081111,0.8418415926462166,0.8249000368839996
NGC 1380,0.1834897343585345,0.74161141688223,0.7218533328363954,0.7636510689797391,0.7482228658003699,0.7094850421339266,0.7168644397977252,0.7599362462892094
NGC 1380,0.1924404531077313,0.7276997037937063,0.6864124289247957,0.7469959376206251,0.7422865760206834,0.7330694101696145,0.7045346693330609,0.653544130072943
NGC 1380,0.20139117185692812,0.6707028616027043,0.6448728789554841,0.7187141016580965,0.7493697815691434,0.657808335182084,0.6671958732125179,0.6177691282533939
NGC 1380,0.2103418906061249,0.6303883197221489,0.605483017168221,0.6945884643603056,0.7322115601085398,0.6361367579487776,0.5877924631370838,0.6092242273297163
NGC 1380,0.21929260935532174,0.6272736645671484,0.5778603779363385,0.6484685190380167,0.6353077668730439,0.6039000745554118,0.645369029379279,0.5402361153244383
NGC 1380,0.22824332810451853,0.5751133542305505,0.5353862999541774,0.5868049053638958,0.5656882078843187,0.5704745525346274,0.5880811389403156,0.49482640999191674
NGC 1380,0.23719404685371534,0.5054501167403064,0.4794854699493568,0.5365599631633663,0.5141494697905836,0.4843903757292112,0.5446300772716788,0.46368340038703293
NGC 1380,0.24614476560291212,0.4942963388511874,0.4751917006299518,0.510931647743618,0.5188289469353495,0.4893612043258588,0.48714384234535807,0.45298545248887595
NGC 1380,0.25509548435210894,0.46376228628110466,0.44537993628279365,0.4772263213086992,0.47604996840238384,0.4498393796141882,0.4307910091699936,0.4663442483321641
NGC 1380,0.2640462031013058,0.42395456135896414,0.4110472407857563,0.4541492317388732,0.47531733282654753,0.3950627265031474,0.41789313194921957,0.4196485129848476
NGC 1380,0.27299692185050256,0.41176841709955253,0.39176518852206993,0.44843882056355044,0.4630541624722349,0.3922849726729977,0.4211823863854431,0.38207354949441336
NGC 1380,0.28194764059969935,0.38265235951302123,0.36631118486739944,0.4099039558861531,0.42105400200378795,0.36856405799575864,0.3873831963447363,0.35561828850044286
NGC 1380,0.2908983593488962,0.3850391984555152,0.3559407176954272,0.40431128144413975,0.3948977819844808,0.3657647819582534,0.4034938225698109,0.33850287727902356
NGC 1380,0.29984907809809297,0.3430367945542951,0.3399604082655264,0.35790238914060435,0.36527338449379665,0.3368846474213439,0.3408002447118237,0.3348058544767873
NGC 1380,0.30879979684728975,0.3359528604440075,0.3143926392526715,0.38444152792127095,0.4182285307488836,0.32564424925937274,0.33804600673091045,0.2966140122058773
NGC 1380,0.3177505155964866,0.31884820110802714,0.3040254936405851,0.34815963925201,0.36127091553047247,0.30481218277242506,0.32508703563502606,0.2961505632201147
NGC 1380,0.32670123434568343,0.2932255180180951,0.28178533746985246,0.32569091278836804,0.34236864861446487,0.2768505105977367,0.29932699378914784,0.27995344114778964
NGC 1380,0.33565195309488016,0.2725127326005405,0.2631043242221085,0.30787883239695435,0.3281881113318028,0.2594815444571797,0.27803447140356663,0.26032690769357153
NGC 1380,0.344602671844077,0.27312925419395573,0.25135887069323815,0.3046045808561269,0.3188097569901357,0.23920474211972337,0.2814564033813249,0.25812294234844313
NGC 1380,0.35355339059327384,0.2597418804102377,0.2463756561533746,0.28350038190169813,0.2911309327999219,0.24511967051608613,0.2680123054195667,0.24174183106215252
NGC 1380,0.36250410934247057,0.22998775286511466,0.21432120613585287,0.2561271209282033,0.2638434899490633,0.21310797694341127,0.24124335785975884,0.21040163139148937
NGC 1380,0.3714548280916674,0.23096330070032756,0.21142353191530538,0.2555263513774238,0.26525913320323663,0.21780512961946502,0.2384734445935065,0.20056148269006457
NGC 1380,0.38040554684086425,0.21568371310305545,0.1959553600486865,0.23224658089443811,0.24104447317116348,0.17903553675564557,0.21679948009165825,0.20929356931150253
NGC 1380,0.389356265590061,0.20728964531646607,0.19226160884940072,0.22635964734538047,0.2350419678933783,0.1821461855525013,0.21118770796076072,0.19832247624304333
NGC 1380,0.3983069843392578,0.20122407401316325,0.17887380241933268,0.22401815290297308,0.2217935766305334,0.17657683380688163,0.22072166363466375,0.17680570677289545
NGC 1380,0.40725770308845466,0.1868152680599882,0.17348604696413084,0.20538303838981126,0.21009616682565632,0.16891690338713966,0.19504539732871606,0.1740167172720067
NGC 1380,0.41620842183765144,0.17455533849733498,0.1546473388871084,0.19587932245017772,0.19881489694429,0.14871691735717182,0.18770945436035177,0.1571326081202425
NGC 1380,0.4251591405868482,0.17231152262026644,0.1609010912688497,0.1872232130192405,0.1916509885539687,0.15540917595592857,0.1776572921329539,0.1627520093588561
NGC 1380,0.43410985933604507,0.16730604876549238,0.15054466883330958,0.18759303555750545,0.19211050397910603,0.1451073679856302,0.1779205268339569,0.1526002319032622
NGC 1380,0.44306057808524185,0.16753030062469612,0.15005164732361798,0.17815158388232158,0.17620844003963407,0.14172933038054644,0.1757185752461724,0.15524520330532815
NGC 1380,0.45201129683443864,0.15231002756561463,0.1439829180133307,0.172958251883942,0.18485910064779065,0.13944106849737983,0.15565987508986176,0.14523555723748924
NGC 1380,0.4609620155836355,0.15465428231173337,0.1372540838381944,0.17177328112464005,0.1733737393587846,0.13161871899986916,0.1656638456697395,0.13986276923037394
NGC 1380,0.4699127343328323,0.14214454820830238,0.13166960731985775,0.16063346159007671,0.16995146447950982,0.12608464563475347,0.14644711899715268,0.1343659434762796
NGC 1380,0.47886345308202904,0.1357886463338477,0.12692248863106229,0.15271127608770654,0.1604501041492946,0.12311036143191706,0.1404375092051526,0.12781917813716512
NGC 1380,0.4878141718312259,0.1343067944138085,0.1251822014058538,0.15399101707685794,0.16643499464833778,0.1189529108199317,0.13658740586411217,0.12874181516983507
NGC 1380,0.49676489058042267,0.14202534715334597,0.12511459035537145,0.15984103485573323,0.1628591078069958,0.11943744101574137,0.15249980196361834,0.12807777336863058
NGC 1380,0.5057156093296195,0.12093781597481404,0.11354031688094679,0.13369604338224,0.1376009459632076,0.11150028862395724,0.1260600735507195,0.11285811853476722
NGC 1380,0.5146663280788163,0.1146265146791365,0.10813764427030388,0.12691718994432144,0.133808276810708,0.10366254592202316,0.11621886585364728,0.11023106158594825
NGC 1380,0.5236170468280131,0.10937534760478537,0.09562849127158292,0.11775315700700309,0.1174312603414961,0.08844590189856981,0.11510233514922573,0.10097367133247784
NGC 1380,0.5325677655772099,0.10657500149424252,0.09621415582715416,0.11779294184177892,0.1198783716579128,0.09229352843778153,0.11253316951735796,0.09801062502094605
NGC 1380,0.5415184843264067,0.09940695612813322,0.09265132956064781,0.10575556123221098,0.10576114952395373,0.09332741225768133,0.1030555805011839,0.08984868022075684
NGC 1380,0.5504692030756035,0.0931466821794295,0.08508668924273959,0.10444306768193436,0.10736142060592492,0.08280184675008224,0.09862102527118737,0.08539450970180508
NGC 1380,0.5594199218248004,0.0886263527313508,0.0822242856527983,0.09778618784914482,0.10137824364929453,0.07894572837625122,0.09140387232127646,0.08368154488283996
NGC 1380,0.5683706405739971,0.08598997026052056,0.07965688721861769,0.09420145289063155,0.09577769922494431,0.0797828775131299,0.09009424542422212,0.07766756254038723
NGC 1380,0.577321359323194,0.08676908587082197,0.07882907524262929,0.09048616816511681,0.09268115184444399,0.07071343017596386,0.08580330189489159,0.08561299959912926
NGC 1380,0.5862720780723907,0.07862716879692065,0.07505257087517862,0.08667521436337702,0.0908013533585162,0.07533423142467678,0.07999734014655824,0.07302781496276144
NGC 1380,0.5952227968215875,0.075283134841421,0.06974346835215299,0.08470486413860706,0.08942043908809535,0.06667906415859072,0.0774386253215993,0.07128665407807178
NGC 1380,0.6041735155707844,0.07492806334652792,0.06865960360998784,0.08282071484054618,0.08455831783045185,0.06655075655028143,0.0788286075214016,0.0691952118846591
NGC 1380,0.6131242343199812,0.07076219521687566,0.06807301697454957,0.07596558843054198,0.07838321138146889,0.0683825417497635,0.07141141444948729,0.06618665518181915
NGC 1380,0.6220749530691779,0.07061708961784,0.06504864517533687,0.07604571360706856,0.07667423150352927,0.0625674641470362,0.07342769572811055,0.06607959771719817
NGC 1380,0.6310256718183748,0.06824971958725981,0.0652575124686366,0.0725141705262527,0.06339464211842388,0.06561330793571639,0.07385251105859804,0.06921713763414057
NGC 1380,0.6399763905675716,0.07251742768913629,0.06702441872357731,0.07803226628752316,0.08069129508005522,0.06261166999235088,0.07009757377748031,0.07316392452662857
NGC 1380,0.6489271093167683,0.0657051992807376,0.059145873602083496,0.0689364347870362,0.07040597410603429,0.05307573732158944,0.06421522315681345,0.06558840605739097
NGC 1380,0.6578778280659652,0.06434261380122477,0.06264101071469261,0.06872306823723148,0.07094239936806307,0.06125802742881854,0.06254357905737122,0.06456820016183296
NGC 1380,0.666828546815162,0.07129496037974632,0.0653255018538181,0.07497429317359787,0.07609943083077912,0.06039678865788181,0.06900089516696295,0.0718455630019422
NGC 1380,0.6757792655643589,0.06466795355561983,0.05338094703645277,0.07839472441205707,0.08049984985374953,0.053637291132117654,0.07411721166620086,0.05188913962013195
NGC 1380,0.6847299843135556,0.05896228243992293,0.05085235901189022,0.07516203928247225,0.08634784116413317,0.05535321458209496,0.061129473717104636,0.04550199739395193
NGC 1380,0.6936807030627524,0.06218129033292372,0.057240479729154393,0.06952242222808624,0.07283524119535349,0.06416258026974828,0.05867940549075842,0.054566306680270696
NGC 1380,0.7026314218119492,0.06234807191031797,0.04068322369011277,0.07487795024761552,0.07317061433459142,0.07469329704205276,0.0500008560674479,0.031125720273729375
