galaxy,ring,variant,k,Pk,Pk_error,Pk_count,E_median,E_mad,N_windowed
NGC 1380,inner,winsor_3.0,0.46078597511576214,0.0015202834828866268,7.455952629054352e-06,44320,0.02394590847769155,8.928927973853735e-05,0.15212811578295196
NGC 1380,inner,winsor_3.0,0.4697332756034468,0.001288650363030956,6.2148373880789145e-06,45250,0.021735453267559605,0.0002543182590434429,0.14290478852963268
NGC 1380,inner,winsor_3.0,0.47868057609113157,0.0010806619267856978,5.033451215671684e-06,46038,0.019946204786243718,0.00021579517739627808,0.13630243644044532
NGC 1380,inner,winsor_3.0,0.48762787657881623,0.0009623343375209328,4.591932148355841e-06,47008,0.018403244877069208,0.0002700413635314152,0.13559378376025213
NGC 1380,inner,winsor_3.0,0.49657517706650095,0.0008703823086805696,4.1292487791345785e-06,47481,0.017011642146697037,0.00025903128217197465,0.1377432763751965
NGC 1380,inner,winsor_3.0,0.5055224775541856,0.0007297659921476582,3.7359270675009545e-06,39738,0.012747452494765419,0.0002258356452943615,0.12367053488955122
NGC 1380,inner,winsor_3.0,0.5144697780418703,0.0006539937921034696,3.5716217963897966e-06,34564,0.00971548937440912,8.648682559449465e-05,0.11488302695688507
NGC 1380,inner,winsor_3.0,0.5234170785295551,0.0005710708846041726,3.2924040544180697e-06,31156,0.007591796619546154,6.015308086031373e-05,0.11012162253910056
NGC 1380,inner,winsor_3.0,0.5323643790172398,0.0005373407072773581,3.228703393774865e-06,28432,0.005924740699044155,6.618024645227696e-05,0.10610549207903942
NGC 1380,inner,winsor_3.0,0.5413116795049244,0.0004969097273692996,3.0621679391015253e-06,26002,0.004602922900558946,2.8103163783515e-05,0.10001385159799533
NGC 1380,inner,winsor_3.0,0.5502589799926092,0.00046366923065948717,3.0440796003189286e-06,23936,0.003535821847786751,1.8468818072770523e-05,0.09372425633065118
NGC 1380,inner,winsor_3.0,0.5592062804802939,0.0004321233720386523,2.9058042159345005e-06,22012,0.002713844052476164,4.445212097475972e-05,0.08904488450769607
NGC 1380,inner,winsor_3.0,0.5681535809679785,0.0004100203983330969,2.9106654026127487e-06,20230,0.0020260250320720636,2.7958359356016097e-05,0.08650476923116848
NGC 1380,inner,winsor_3.0,0.5771008814556633,0.0003931480137123708,2.870140722197428e-06,18606,0.0014840930478135165,1.3447601560337208e-05,0.08597638654953783
NGC 1380,inner,winsor_3.0,0.586048181943348,0.00038346388629160555,2.9490071722152233e-06,16966,0.0010647306488173257,1.3947216847749591e-05,0.07959950959863697
