region,expectation_method,k,E_median,E_psf_mad
circular_outer_lit,model_aware,0.04921847553168225,0.5943675480148098,0.0016113365946855054
circular_outer_lit,model_aware,0.0581672892647154,0.5601925882328767,0.0014272539695437988
circular_outer_lit,model_aware,0.06711610299774853,0.5302890600770582,0.000616868861872769
circular_outer_lit,model_aware,0.07606491673078167,0.5017125655093087,0.000666539961579204
circular_outer_lit,model_aware,0.0850137304638148,0.472024874398553,0.0016893642885865761
circular_outer_lit,model_aware,0.09396254419684794,0.4422033539153654,0.00022363452912188724
circular_outer_lit,model_aware,0.10291135792988108,0.41523381060889536,0.000272609186063931
circular_outer_lit,model_aware,0.11186017166291422,0.38871336722627536,0.0018521546085229412
circular_outer_lit,model_aware,0.12080898539594737,0.3647859376346129,0.0007737065622711057
circular_outer_lit,model_aware,0.1297577991289805,0.3428458614146258,0.0018482618681215904
circular_outer_lit,model_aware,0.13870661286201363,0.32213372175252236,0.001993448705283432
circular_outer_lit,model_aware,0.14765542659504677,0.3023298637769213,0.0002282953875394958
circular_outer_lit,model_aware,0.1566042403280799,0.28345396348256374,0.001327991284743614
circular_outer_lit,model_aware,0.16555305406111304,0.26574315092565076,0.0021516116044080647
circular_outer_lit,model_aware,0.17450186779414617,0.24730690892741344,0.0010652076387542397
circular_outer_lit,model_aware,0.1834506815271793,0.23041558595495087,0.0011813147845140522
circular_outer_lit,model_aware,0.19239949526021247,0.21523064034453587,0.0007858629715925765
circular_outer_lit,model_aware,0.2013483089932456,0.2001887666220571,0.0009953841339211307
circular_outer_lit,model_aware,0.21029712272627873,0.18692115869292839,0.001534986339303143
circular_outer_lit,model_aware,0.21924593645931187,0.1742076026348577,0.001033863280865791
circular_outer_lit,model_aware,0.228194750192345,0.1629980700701138,0.0005146549759315501
circular_outer_lit,model_aware,0.23714356392537814,0.1526497087378873,0.0007704418110796133
circular_outer_lit,model_aware,0.2460923776584113,0.14346518686526344,0.0006776067442757741
circular_outer_lit,model_aware,0.25504119139144443,0.1356283936536048,0.0005424895560800999
circular_outer_lit,model_aware,0.26399000512447757,0.12875670190152882,0.0006593396860360699
circular_outer_lit,model_aware,0.2729388188575107,0.12236260464748717,0.00040399290071968714
circular_outer_lit,model_aware,0.28188763259054384,0.11677914002783754,0.0005835562185728687
circular_outer_lit,model_aware,0.29083644632357697,0.11139296172494727,0.0005655201976837733
circular_outer_lit,model_aware,0.2997852600566101,0.10635346044006584,0.0005431435358009901
circular_outer_lit,model_aware,0.30873407378964324,0.10142511610703536,0.0005781446483067477
circular_outer_lit,model_aware,0.31768288752267637,0.09624849923083614,0.0003014326945161909
