galaxy,ring,variant,k,Pk,Pk_error,Pk_count,E_median,E_mad,N_windowed
NGC 3379,inner,raw,0.38026027072659985,0.028134047895928053,0.00014880103558767438,36576,0.05908138211294592,0.0004020757141623838,0.19771902051144663
NGC 3379,inner,raw,0.3892075712142845,0.023595771344802022,0.0001249384189031258,37486,0.05387911906377943,0.0003418365522378192,0.19140351672049444
NGC 3379,inner,raw,0.3981548717019692,0.019886309359239376,0.00010548730763102442,38328,0.04901078539316776,0.0005414325280888343,0.18988031458405827
NGC 3379,inner,raw,0.40710217218965394,0.01642410679322052,8.70022531727364e-05,39182,0.04437394602687521,0.0003905021305009883,0.17811344306452243
NGC 3379,inner,raw,0.4160494726773386,0.013212967421122046,6.808717919372636e-05,40048,0.040179239622046545,0.0003837520852861497,0.1684696869793483
NGC 3379,inner,raw,0.4249967731650233,0.01072233161790813,5.391631954970966e-05,40910,0.0361814061944243,0.00048176481373461976,0.16098492306230586
NGC 3379,inner,raw,0.43394407365270804,0.008768141895571574,4.385339826118247e-05,41770,0.03255898206095784,0.000270868285980707,0.1536013704439003
NGC 3379,inner,raw,0.4428913741403927,0.0070619069292278515,3.500703404858863e-05,42612,0.029368523250834496,0.00019931080255280415,0.15130150570266093
NGC 3379,inner,raw,0.4518386746280775,0.0056318658422902755,2.7556687564325504e-05,43498,0.026545522047416954,0.00017459105279924036,0.14589508463221046
NGC 3379,inner,raw,0.46078597511576214,0.004664490768598081,2.2961124631565284e-05,44320,0.02424380488629159,0.0001180716069146429,0.13853168837245014
NGC 3379,inner,raw,0.4697332756034468,0.0037983402183491975,1.8328498907087963e-05,45250,0.022033063831051435,0.0002411592013807396,0.1356272032207969
NGC 3379,inner,raw,0.47868057609113157,0.003069582109421594,1.4711155564492498e-05,46038,0.02025408603209929,0.00019678046146260635,0.13452073593824615
NGC 3379,inner,raw,0.48762787657881623,0.002586024872850559,1.2645651702173313e-05,47008,0.018723894450470395,0.00023306876931968788,0.14087670362037313
NGC 3379,inner,raw,0.49657517706650095,0.0021564097940539794,1.059986720357547e-05,47481,0.017322933125479553,0.0002328080832927776,0.1376815380385052
NGC 3379,inner,raw,0.5055224775541856,0.001674029701479905,8.587211429299052e-06,39738,0.012957704809045536,0.00023723010822232734,0.11985323493011012
NGC 3379,inner,raw,0.5144697780418703,0.0013515298229995756,7.508689626610915e-06,34564,0.009849200846253223,0.00011124559867484955,0.10749528184738605
NGC 3379,inner,raw,0.5234170785295551,0.0010961033808989185,6.379290012741285e-06,31156,0.0076802500644419115,8.090451716933277e-05,0.10198049092011512
NGC 3379,inner,raw,0.5323643790172398,0.0009204220869912226,5.591397744138086e-06,28432,0.005987501157347679,5.410795264706076e-05,0.09620279536898448
NGC 3379,inner,raw,0.5413116795049244,0.000817768913202293,5.14011186455877e-06,26002,0.004662365510978363,3.458639810986339e-05,0.09356587081168859
NGC 3379,inner,raw,0.5502589799926092,0.0007058009335651818,4.627889934035486e-06,23936,0.0035777839113634415,2.561826644519455e-05,0.08744841734613086
NGC 3379,inner,raw,0.5592062804802939,0.0006529251539427007,4.38710361446922e-06,22012,0.002747222269065308,4.1784658747425645e-05,0.08292258600909631
NGC 3379,inner,raw,0.5681535809679785,0.0006179041361413087,4.328341293744288e-06,20230,0.0020555842607136174,1.776909215349732e-05,0.08305317740732941
NGC 3379,inner,raw,0.5771008814556633,0.0005863838700706244,4.402026125114988e-06,18606,0.0015093031285321294,2.8076198304650116e-05,0.08104989184921436
NGC 3379,inner,raw,0.586048181943348,0.0005738439290917277,4.37287651444817e-06,16966,0.0010856464368764098,2.1935311333453127e-05,0.07712713319376718
NGC 3379,inner,raw,0.5949954824310326,0.000531326462158918,4.401024363282996e-06,15522,0.0007733416378459518,1.8594853723544975e-05,0.07243479608396658
NGC 3379,inner,raw,0.6039427829187174,0.0005226341982980164,4.494782356811806e-06,14026,0.0005599101910421096,1.1506226063715366e-05,0.07077170669101736
NGC 3379,inner,raw,0.612890083406402,0.0004786488307274598,4.256166301685083e-06,12706,0.00041777750351382686,7.905815709508216e-06,0.065527607484768
NGC 3379,inner,raw,0.6218373838940867,0.0004480416480065691,4.268257869868245e-06,11278,0.0003299641939816155,4.344176737008268e-06,0.06436256542884321
NGC 3379,inner,raw,0.6307846843817715,0.00045255134920657326,4.54550909684994e-06,10078,0.0002721775098926322,4.467684044165821e-06,0.06706391949736959
NGC 3379,inner,raw,0.6397319848694563,0.00044596567474945557,4.864782182533641e-06,8766,0.0002401221153648743,3.4942761203227597e-06,0.06594303764541683
NGC 3379,inner,raw,0.6486792853571408,0.00043257106589600456,5.002769114200438e-06,7526,0.00021917005863070007,4.396802078417623e-06,0.06368448551876515
NGC 3379,inner,raw,0.6576265858448256,0.0004719318499386531,6.011319190513808e-06,6332,0.00021151289234267506,3.842182935963791e-06,0.06081439357095834
NGC 3379,inner,raw,0.6665738863325104,0.0004473298521572933,6.0766990560854256e-06,5106,0.00020880560407438476,2.5484366778417894e-06,0.05799727403826736
NGC 3379,inner,raw,0.6755211868201949,0.00042887461266407506,6.559108646481894e-06,3996,0.0002066481095156675,1.2306860935264007e-06,0.05859505558782522
NGC 3379,inner,raw,0.6844684873078797,0.00042422138861814257,7.986085554542774e-06,2778,0.00020511210751222097,7.26180131326076e-07,0.05399673165164843
NGC 3379,inner,raw,0.6934157877955645,0.00040932003818195826,1.0232926302430225e-05,1734,0.00020651939454315068,2.228742529149935e-06,0.0571444238313996
NGC 3379,inner,raw,0.702363088283249,0.000380744972246814,1.5006664769443225e-05,576,0.0002041096576957535,7.193479299139558e-06,0.05074948265817569
NGC 3379,inner,winsor_3.0,0.004473650243842351,10.426017067895875,1.6884940472846777,433,0.9245042818222592,0.007502899860862013,16.75956835576027
NGC 3379,inner,winsor_3.0,0.013420950731527052,1.9530314982366466,0.05739277657770386,1296,0.8396518843016741,0.00273306418375074,8.578232574656877
NGC 3379,inner,winsor_3.0,0.02236825121921175,1.6990032103567645,0.036716763112787,2148,0.755851540803798,0.0014581278047171593,4.420592515621954
NGC 3379,inner,winsor_3.0,0.031315551706896455,1.7216464300168712,0.031030287568121345,3000,0.69411537133404,0.0071325282659901795,3.377973686615999
NGC 3379,inner,winsor_3.0,0.04026285219458116,1.478456338857409,0.024433074058073642,3884,0.6471303554932162,0.004631474295793162,2.523951194178571
NGC 3379,inner,winsor_3.0,0.04921015268226586,1.436798584455491,0.020651189941800624,4760,0.604204048982896,0.0005051987045160401,2.29745243123665
NGC 3379,inner,winsor_3.0,0.05815745316995056,1.2390241845094774,0.016945727730833367,5552,0.5678413497184115,0.003330461255166541,2.140600046572272
NGC 3379,inner,winsor_3.0,0.06710475365763527,1.0747577887443778,0.0131074267965164,6500,0.5392958752682521,0.0007739328103025188,1.8379711788450923
NGC 3379,inner,winsor_3.0,0.07605205414531996,1.0627154813613047,0.012626231733725712,7312,0.5062468165063383,0.0007689184652315478,1.6638967202170818
NGC 3379,inner,winsor_3.0,0.08499935463300468,0.9973413122006276,0.01099401131137726,8176,0.4766784849206269,0.0007970004664675313,1.606845850691183
NGC 3379,inner,winsor_3.0,0.09394665512068937,0.8943462414466775,0.009348000991535715,9032,0.4473042455724169,0.002486377661262077,1.4498196876177925
NGC 3379,inner,winsor_3.0,0.10289395560837407,0.8076355838023049,0.008057443240145987,9936,0.4186363773453956,0.0008433189680859503,1.3890292150836314
NGC 3379,inner,winsor_3.0,0.11184125609605877,0.7147739518193386,0.006853229468585549,10768,0.3919174253692886,0.0008860809551184296,1.2690563806668154
NGC 3379,inner,winsor_3.0,0.12078855658374346,0.6663956237045364,0.006212856614270828,11580,0.367331923266361,0.001791351885185191,1.1881103823889316
NGC 3379,inner,winsor_3.0,0.12973585707142818,0.5859217570945146,0.005363781245292176,12520,0.3444800699275635,0.001196389774794774,1.1277879869671175
NGC 3379,inner,winsor_3.0,0.13868315755911287,0.5446777154208952,0.004744473907926001,13332,0.32292659977176075,0.00046706128690672955,1.0249572172452461
NGC 3379,inner,winsor_3.0,0.14763045804679759,0.4979632094753434,0.004182966529486964,14210,0.3037797982538617,0.0015897461294024917,0.9750427827547538
NGC 3379,inner,winsor_3.0,0.15657775853448228,0.4624778927406174,0.0037419405816880927,15074,0.2841520397966729,0.001169275079144728,0.9132750164648591
NGC 3379,inner,winsor_3.0,0.16552505902216696,0.41761324025982755,0.0032586817295878405,15960,0.26507748979724827,0.0017907205828741179,0.8573331942548237
NGC 3379,inner,winsor_3.0,0.17447235950985168,0.3570680627480011,0.002765393107571036,16796,0.24685082367836883,0.0008272369184022569,0.7738432537435743
NGC 3379,inner,winsor_3.0,0.1834196599975364,0.31950985268469984,0.0023864722613483216,17600,0.23001458826939583,0.0022955712343336997,0.7056598169056042
NGC 3379,inner,winsor_3.0,0.1923669604852211,0.28779120711835715,0.002069223941237708,18560,0.21555554950845257,0.0024465226875055755,0.6804940185975862
NGC 3379,inner,winsor_3.0,0.20131426097290578,0.25431149812502324,0.0018456556106370894,19368,0.1999919203417601,0.001083725996007447,0.6487580651538339
NGC 3379,inner,winsor_3.0,0.2102615614605905,0.22946867494423714,0.0016265615890818643,20246,0.18685503773222217,0.0005677083511215534,0.6103374532648252
NGC 3379,inner,winsor_3.0,0.21920886194827519,0.1994320250112579,0.0013943145213716449,21078,0.17431635325439704,0.0013013578427154128,0.5575893618431434
NGC 3379,inner,winsor_3.0,0.22815616243595988,0.1813519109998292,0.001225558090718612,22000,0.16255743903954428,0.0010545889328330044,0.5434629565726218
NGC 3379,inner,winsor_3.0,0.2371034629236446,0.15835707064292098,0.0010415952474582325,22750,0.15222630385256403,0.0004442300119919803,0.5078725813288311
NGC 3379,inner,winsor_3.0,0.2460507634113293,0.1388184911308682,0.0008980237835087267,23702,0.14290309468193818,0.0010755160395690437,0.45793525878938274
NGC 3379,inner,winsor_3.0,0.254998063899014,0.1344914096085183,0.000863544342947781,24568,0.13527525975696364,0.0005530272150503895,0.42891005752348604
NGC 3379,inner,winsor_3.0,0.2639453643866987,0.11547869648287147,0.0007370220353619255,25424,0.12831904342508832,0.0004650246393375894,0.4066900384996802
NGC 3379,inner,winsor_3.0,0.2728926648743834,0.10662825856272426,0.0006657484556006295,26246,0.12173785677327542,0.0005272655484332023,0.39626730696550955
NGC 3379,inner,winsor_3.0,0.2818399653620681,0.09534470294922566,0.0005704576617975285,27102,0.11609531809130205,0.0007202343358816198,0.3670820435759751
NGC 3379,inner,winsor_3.0,0.2907872658497528,0.08588388132295126,0.0005098509141518875,28052,0.11077749486796178,0.0006196445173037393,0.35583233536652353
NGC 3379,inner,winsor_3.0,0.2997345663374375,0.0763625648980927,0.00044967107790337116,28774,0.1061172385309015,0.0002564802291036983,0.31840849568345236
NGC 3379,inner,winsor_3.0,0.3086818668251222,0.06892365195047075,0.00040277851293766306,29762,0.10095804964525756,0.0007544097320913003,0.30317883091873654
NGC 3379,inner,winsor_3.0,0.3176291673128069,0.06317201517972164,0.0003649345559953253,30604,0.096024013422893,0.0005736394535164739,0.2909932456561741
NGC 3379,inner,winsor_3.0,0.32657646780049165,0.05508350519961244,0.00031617420835387697,31396,0.09102944025010525,0.00028307183567245265,0.27921159980054894
NGC 3379,inner,winsor_3.0,0.3355237682881763,0.047636736369838055,0.0002671658677262163,32310,0.08610269471889863,0.00012203083097105635,0.2655421413437988
NGC 3379,inner,winsor_3.0,0.344471068775861,0.04185990873468059,0.0002299929831893194,33150,0.0806233468510472,0.0005338972228763344,0.25232242890060064
NGC 3379,inner,winsor_3.0,0.35341836926354575,0.036838545833342035,0.00020356197470543485,34048,0.07515098943871111,0.00040678422436760115,0.23080732918307664
NGC 3379,inner,winsor_3.0,0.3623656697512304,0.03162369001202764,0.00017380500825822572,34826,0.06958113385262288,0.0004865629075998596,0.22826614538412557
NGC 3379,inner,winsor_3.0,0.3713129702389151,0.02705142697467735,0.00014816886943206002,35762,0.06425870139630042,0.00040620407218804554,0.21427243488256534
NGC 3379,inner,winsor_3.0,0.38026027072659985,0.022914222219322464,0.00012295820608448335,36576,0.05908138211294592,0.0004020757141623838,0.19771902051144663
NGC 3379,inner,winsor_3.0,0.3892075712142845,0.0195259574128236,0.00010180242134130233,37486,0.05387911906377943,0.0003418365522378192,0.19140351672049444
NGC 3379,inner,winsor_3.0,0.3981548717019692,0.01673672254080854,8.771921504272483e-05,38328,0.04901078539316776,0.0005414325280888343,0.18988031458405827
NGC 3379,inner,winsor_3.0,0.40710217218965394,0.013987975391918497,7.303487927373862e-05,39182,0.04437394602687521,0.0003905021305009883,0.17811344306452243
NGC 3379,inner,winsor_3.0,0.4160494726773386,0.011560274846636048,5.9566552328690175e-05,40048,0.040179239622046545,0.0003837520852861497,0.1684696869793483
NGC 3379,inner,winsor_3.0,0.4249967731650233,0.009720111829984753,4.898450993663852e-05,40910,0.0361814061944243,0.00048176481373461976,0.16098492306230586
NGC 3379,inner,winsor_3.0,0.43394407365270804,0.008286459687249512,4.114752370174745e-05,41770,0.03255898206095784,0.000270868285980707,0.1536013704439003
NGC 3379,inner,winsor_3.0,0.4428913741403927,0.007005181869756341,3.469452792969088e-05,42612,0.029368523250834496,0.00019931080255280415,0.15130150570266093
NGC 3379,inner,winsor_3.0,0.4518386746280775,0.005865493146140027,2.8434513300514715e-05,43498,0.026545522047416954,0.00017459105279924036,0.14589508463221046
NGC 3379,inner,winsor_3.0,0.46078597511576214,0.005134085506427471,2.4798429935990542e-05,44320,0.02424380488629159,0.0001180716069146429,0.13853168837245014
NGC 3379,inner,winsor_3.0,0.4697332756034468,0.00438917958850189,2.103352793087539e-05,45250,0.022033063831051435,0.0002411592013807396,0.1356272032207969
NGC 3379,inner,winsor_3.0,0.47868057609113157,0.0038724798845242484,1.8553875018749014e-05,46038,0.02025408603209929,0.00019678046146260635,0.13452073593824615
NGC 3379,inner,winsor_3.0,0.48762787657881623,0.00347773298771548,1.6657879755109653e-05,47008,0.018723894450470395,0.00023306876931968788,0.14087670362037313
NGC 3379,inner,winsor_3.0,0.49657517706650095,0.003202107986511732,1.5586630021801872e-05,47481,0.017322933125479553,0.0002328080832927776,0.1376815380385052
NGC 3379,inner,winsor_3.0,0.5055224775541856,0.002688686502497406,1.396313124534709e-05,39738,0.012957704809045536,0.00023723010822232734,0.11985323493011012
NGC 3379,inner,winsor_3.0,0.5144697780418703,0.002391595071676822,1.2914017738021642e-05,34564,0.009849200846253223,0.00011124559867484955,0.10749528184738605
NGC 3379,inner,winsor_3.0,0.5234170785295551,0.0021140788410514764,1.2232137877307962e-05,31156,0.0076802500644419115,8.090451716933277e-05,0.10198049092011512
NGC 3379,inner,winsor_3.0,0.5323643790172398,0.0019246867112795946,1.149947947195024e-05,28432,0.005987501157347679,5.410795264706076e-05,0.09620279536898448
NGC 3379,inner,winsor_3.0,0.5413116795049244,0.0017946324909149096,1.1394175200298056e-05,26002,0.004662365510978363,3.458639810986339e-05,0.09356587081168859
NGC 3379,inner,winsor_3.0,0.5502589799926092,0.001663882410220458,1.0758411549626583e-05,23936,0.0035777839113634415,2.561826644519455e-05,0.08744841734613086
NGC 3379,inner,winsor_3.0,0.5592062804802939,0.0015484619982341235,1.0622611366285045e-05,22012,0.002747222269065308,4.1784658747425645e-05,0.08292258600909631
NGC 3379,inner,winsor_3.0,0.5681535809679785,0.0014711428047278743,1.0432137969110435e-05,20230,0.0020555842607136174,1.776909215349732e-05,0.08305317740732941
NGC 3379,inner,winsor_3.0,0.5771008814556633,0.0013891886935846985,1.0222098693378212e-05,18606,0.0015093031285321294,2.8076198304650116e-05,0.08104989184921436
NGC 3379,inner,winsor_3.0,0.586048181943348,0.0013377948906837585,1.032359662030186e-05,16966,0.0010856464368764098,2.1935311333453127e-05,0.07712713319376718
NGC 3379,inner,winsor_3.0,0.5949954824310326,0.0012641354247146124,1.0243349174696022e-05,15522,0.0007733416378459518,1.8594853723544975e-05,0.07243479608396658
NGC 3379,inner,winsor_3.0,0.6039427829187174,0.0012140760357384035,1.0173527210700827e-05,14026,0.0005599101910421096,1.1506226063715366e-05,0.07077170669101736
NGC 3379,inner,winsor_3.0,0.612890083406402,0.0011349900048809485,9.907221902650936e-06,12706,0.00041777750351382686,7.905815709508216e-06,0.065527607484768
NGC 3379,inner,winsor_3.0,0.6218373838940867,0.0011180337413303715,1.0494667670908207e-05,11278,0.0003299641939816155,4.344176737008268e-06,0.06436256542884321
NGC 3379,inner,winsor_3.0,0.6307846843817715,0.0010603244392959823,1.0556125334417246e-05,10078,0.0002721775098926322,4.467684044165821e-06,0.06706391949736959
NGC 3379,inner,winsor_3.0,0.6397319848694563,0.0010539066167522145,1.1075371124019735e-05,8766,0.0002401221153648743,3.4942761203227597e-06,0.06594303764541683
NGC 3379,inner,winsor_3.0,0.6486792853571408,0.0010353682684949772,1.1782226833409627e-05,7526,0.00021917005863070007,4.396802078417623e-06,0.06368448551876515
NGC 3379,inner,winsor_3.0,0.6576265858448256,0.0010029026419915187,1.2552037609164641e-05,6332,0.00021151289234267506,3.842182935963791e-06,0.06081439357095834
NGC 3379,inner,winsor_3.0,0.6665738863325104,0.0010148344442451043,1.3814387365347501e-05,5106,0.00020880560407438476,2.5484366778417894e-06,0.05799727403826736
NGC 3379,inner,winsor_3.0,0.6755211868201949,0.0009533748162968446,1.4539747187977022e-05,3996,0.0002066481095156675,1.2306860935264007e-06,0.05859505558782522
NGC 3379,inner,winsor_3.0,0.6844684873078797,0.0010099214759125158,1.9013899730509886e-05,2778,0.00020511210751222097,7.26180131326076e-07,0.05399673165164843
NGC 3379,inner,winsor_3.0,0.6934157877955645,0.0010082460320966298,2.3909019999304622e-05,1734,0.00020651939454315068,2.228742529149935e-06,0.0571444238313996
NGC 3379,inner,winsor_3.0,0.702363088283249,0.0008337928962111807,3.255616056437449e-05,576,0.0002041096576957535,7.193479299139558e-06,0.05074948265817569
NGC 3379,inner,winsor_3.5,0.004473650243842351,11.833601643328475,1.918355373486299,433,0.9245042818222592,0.007502899860862013,16.75956835576027
NGC 3379,inner,winsor_3.5,0.013420950731527052,2.2183896000166,0.06562030855814707,1296,0.8396518843016741,0.00273306418375074,8.578232574656877
NGC 3379,inner,winsor_3.5,0.02236825121921175,1.922697989669482,0.041568053853554825,2148,0.755851540803798,0.0014581278047171593,4.420592515621954
NGC 3379,inner,winsor_3.5,0.031315551706896455,1.9576103276640209,0.03548236987417917,3000,0.69411537133404,0.0071325282659901795,3.377973686615999
NGC 3379,inner,winsor_3.5,0.04026285219458116,1.6815997129814257,0.027831604835327137,3884,0.6471303554932162,0.004631474295793162,2.523951194178571
NGC 3379,inner,winsor_3.5,0.04921015268226586,1.635702307487955,0.023523887324904465,4760,0.604204048982896,0.0005051987045160401,2.29745243123665
NGC 3379,inner,winsor_3.5,0.05815745316995056,1.405161667506026,0.01920477153058563,5552,0.5678413497184115,0.003330461255166541,2.140600046572272
NGC 3379,inner,winsor_3.5,0.06710475365763527,1.2245815146998182,0.0149431783342811,6500,0.5392958752682521,0.0007739328103025188,1.8379711788450923
NGC 3379,inner,winsor_3.5,0.07605205414531996,1.207912190073855,0.014414540534717333,7312,0.5062468165063383,0.0007689184652315478,1.6638967202170818
NGC 3379,inner,winsor_3.5,0.08499935463300468,1.1335906463454661,0.012531609098218483,8176,0.4766784849206269,0.0007970004664675313,1.606845850691183
NGC 3379,inner,winsor_3.5,0.09394665512068937,1.0176185098488566,0.010628666889607754,9032,0.4473042455724169,0.002486377661262077,1.4498196876177925
NGC 3379,inner,winsor_3.5,0.10289395560837407,0.9187182270669519,0.009149724604790424,9936,0.4186363773453956,0.0008433189680859503,1.3890292150836314
NGC 3379,inner,winsor_3.5,0.11184125609605877,0.8109709701203451,0.007794310092437856,10768,0.3919174253692886,0.0008860809551184296,1.2690563806668154
NGC 3379,inner,winsor_3.5,0.12078855658374346,0.7589993656924161,0.007079242255006475,11580,0.367331923266361,0.001791351885185191,1.1881103823889316
NGC 3379,inner,winsor_3.5,0.12973585707142818,0.6674891446321212,0.006095837202715396,12520,0.3444800699275635,0.001196389774794774,1.1277879869671175
NGC 3379,inner,winsor_3.5,0.13868315755911287,0.6203755339755935,0.005421638986275662,13332,0.32292659977176075,0.00046706128690672955,1.0249572172452461
NGC 3379,inner,winsor_3.5,0.14763045804679759,0.5664899069699065,0.0047633174634902865,14210,0.3037797982538617,0.0015897461294024917,0.9750427827547538
NGC 3379,inner,winsor_3.5,0.15657775853448228,0.526314822101317,0.004273523201446018,15074,0.2841520397966729,0.001169275079144728,0.9132750164648591
NGC 3379,inner,winsor_3.5,0.16552505902216696,0.4749598064718872,0.0037131604106216383,15960,0.26507748979724827,0.0017907205828741179,0.8573331942548237
NGC 3379,inner,winsor_3.5,0.17447235950985168,0.4058064210108317,0.0031427861575153747,16796,0.24685082367836883,0.0008272369184022569,0.7738432537435743
NGC 3379,inner,winsor_3.5,0.1834196599975364,0.3625664818635517,0.0027079785110083426,17600,0.23001458826939583,0.0022955712343336997,0.7056598169056042
NGC 3379,inner,winsor_3.5,0.1923669604852211,0.3270162957624258,0.0023473954267652117,18560,0.21555554950845257,0.0024465226875055755,0.6804940185975862
NGC 3379,inner,winsor_3.5,0.20131426097290578,0.2885192777835033,0.0020993503508962823,19368,0.1999919203417601,0.001083725996007447,0.6487580651538339
NGC 3379,inner,winsor_3.5,0.2102615614605905,0.2608358143739718,0.0018505684437191909,20246,0.18685503773222217,0.0005677083511215534,0.6103374532648252
NGC 3379,inner,winsor_3.5,0.21920886194827519,0.22618105964023938,0.0015734176859388438,21078,0.17431635325439704,0.0013013578427154128,0.5575893618431434
NGC 3379,inner,winsor_3.5,0.22815616243595988,0.20533266961231,0.001392447135697554,22000,0.16255743903954428,0.0010545889328330044,0.5434629565726218
