galaxy,ring,variant,noise_model,psf_id,n_fit,effective_kmin,kmax,P0,noise_coefficient,noise_coefficient_nonnegative,physical_solution,Pr,P_fluctuation,mbar_observed,mbar_sigma_formal,P0_sigma_formal,cov_P0_P0,cov_P0_Pnoise,cov_Pnoise_P0,cov_Pnoise_Pnoise,chi2,chi2_reduced,aicc,condition_number,template_correlation,covariance_correlation
NGC 3379,outer,winsor_4.0,constant,stpsf_R2024052602-NRCA3_FP1-1,24,0.04,0.25,2.312643638118005,-0.17273934493440138,False,True,0.0154165467881636,2.2972270913298414,27.096756818604934,0.012165317553332137,0.0257396750109947,0.0006625308696716251,-0.00012316251180222336,-0.0001231625118022234,2.5191245884501907e-05,636.5978570213999,28.93626622824545,641.1692855928285,17.57716067000021,,-0.9533462327297649
NGC 3379,outer,winsor_4.0,N(k),stpsf_R2024052602-NRCA3_FP1-1,24,0.04,0.25,-0.7830486445294669,0.6806890944685968,True,False,0.0154165467881636,-0.7984651913176305,,,1.5358802166620371,2.358928039933826,-0.7123655800685869,-0.7123655800685872,0.21540055645629727,31801.991909418597,1445.5450867917543,31806.563337990025,100.9874439210841,0.9904940539030511,-0.9993604781004337
NGC 3379,outer,winsor_4.0,constant,stpsf_field_1280_1024,24,0.04,0.25,2.3111520542754365,-0.17159859769243438,False,True,0.0154165467881636,2.2957355074872727,27.09746201339039,0.012267345204271087,0.025938694725872805,0.0006728158840820216,-0.00012482309549992438,-0.0001248230954999244,2.5491849938060782e-05,647.2854021057725,29.42206373208057,651.8568306772011,17.563864704127383,,-0.9531168641999644
NGC 3379,outer,winsor_4.0,N(k),stpsf_field_1280_1024,24,0.04,0.25,-0.6807126218056506,0.6494259189777113,True,False,0.0154165467881636,-0.6961291685938142,,,1.5696800430361428,2.463895437505947,-0.742764837336005,-0.7427648373360053,0.22418987267466836,31905.00261434811,1450.2273915612777,31909.574042919536,103.01301145580591,0.9905250044431748,-0.9993835672585573
NGC 3379,outer,winsor_4.0,constant,stpsf_field_768_1024,24,0.04,0.25,2.3075474483875285,-0.1723752164973859,False,True,0.0154165467881636,2.2921309015993647,27.099168101394145,0.012621617477767263,0.026645882602212602,0.0007100030596508962,-0.0001321669052091042,-0.00013216690520910415,2.707340042661523e-05,685.086275042333,31.140285229196955,689.6577036137616,17.541855517412667,,-0.9532815930563521
NGC 3379,outer,winsor_4.0,N(k),stpsf_field_768_1024,24,0.04,0.25,-0.7410554278708548,0.6683258638388293,True,False,0.0154165467881636,-0.7564719746590184,,,1.5276733851690274,2.3337859717537954,-0.7057750209697881,-0.705775020969788,0.21371362509554565,31837.210081516627,1447.1459127962103,31841.781510088054,100.4161417698218,0.9904004499580282,-0.9993547144155788
NGC 3379,outer,winsor_4.0,constant,stpsf_field_1024_1280,24,0.04,0.25,2.314627398852226,-0.16737972285805935,False,True,0.0154165467881636,2.2992108520640624,27.095819640289477,0.01143096191967197,0.02420679312346939,0.0005859688333224451,-0.00010747966217823028,-0.00010747966217823028,2.174172800605649e-05,562.2468579247632,25.556675360216506,566.8182864961917,17.573847600297203,,-0.952230318227338
NGC 3379,outer,winsor_4.0,N(k),stpsf_field_1024_1280,24,0.04,0.25,-0.061214933722216695,0.4624809247631452,True,False,0.0154165467881636,-0.0766314805103803,,,1.6318026746546233,2.662779969009982,-0.7943907522120387,-0.7943907522120385,0.2372703232549053,32175.679782151557,1462.530899188707,32180.251210722985,106.45503119983724,0.9902814181213199,-0.9994126176360435
NGC 3379,outer,winsor_4.0,constant,stpsf_field_1024_768,24,0.04,0.25,2.3049835420989884,-0.17435426172618604,False,True,0.0154165467881636,2.2895669953108246,27.100383251862937,0.012932801887693796,0.027272293425596516,0.0007437779886918349,-0.00013924671069823357,-0.00013924671069823368,2.8662600639558297e-05,719.1684169495243,32.68947349770565,723.7398455209528,17.530407691385783,,-0.953686176867757
NGC 3379,outer,winsor_4.0,N(k),stpsf_field_1024_768,24,0.04,0.25,-1.0003112111254122,0.7483288615802989,True,False,0.0154165467881636,-1.0157277579135757,,,1.5014829818387616,2.254451144751419,-0.6853884477350388,-0.6853884477350387,0.20864198159763592,31541.400154011768,1433.700007000535,31545.971582583195,99.24447347416405,0.9902592932783069,-0.9993451670650347
