model,n,n_parameters,color_center,intercept,slope,curvature,slope_change,sigma_int,log_likelihood,aic,aicc,use_color_errors,color_error_column,use_extinction_covariance,use_shared_anchor_covariance
constant,14,2,0.567460681637547,-3.203557630204099,0.0,,,0.08682336808136767,13.533256982410888,-23.066513964821777,-21.975604873912687,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.20085833422816,0.0,,,0.0758598090858856,15.130965405652109,-26.261930811304218,-25.171021720395128,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.221730034322944,0.0,,,0.09490532061454066,12.40136743655482,-20.80273487310964,-19.71182578220055,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.2144413956917783,0.0,,,0.0657014014679184,16.9008011629222,-29.8016023258444,-28.71069323493531,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.22790812856565,0.0,,,0.07719523597672441,14.972881719531989,-25.945763439063978,-24.854854348154888,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.2374158089229215,0.0,,,0.07330594293968944,15.537100195188655,-27.07420039037731,-25.98329129946822,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.2321442584192885,0.0,,,0.08563671033509573,13.633596481234022,-23.267192962468044,-22.176283871558955,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.2475883868628563,0.0,,,0.07439599540269172,15.394127695126219,-26.788255390252438,-25.697346299343348,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.173934360893901,0.0,,,0.08074979127916276,14.357152821796182,-24.714305643592365,-23.623396552683275,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.189954266928066,0.0,,,0.06604816167054194,16.658993171729158,-29.317986343458315,-28.227077252549226,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.185504352559807,0.0,,,0.07730220505504697,14.964511491963314,-25.92902298392663,-24.83811389301754,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.209966686929134,0.0,,,0.08611693972113625,13.616264811005987,-23.232529622011974,-22.141620531102884,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.2353513115257995,0.0,,,0.05566985142114918,18.734472314802687,-33.468944629605375,-32.37803553869628,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.2158797379061395,0.0,,,0.07838110714865999,14.804032844537403,-25.608065689074806,-24.517156598165716,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.2275936134922363,0.0,,,0.06163347811075856,17.41280220575263,-30.82560441150526,-29.73469532059617,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.195893502987035,0.0,,,0.08978201207677725,13.073975170534245,-22.14795034106849,-21.0570412501594,True,sigma_color_stat_mag,True,False
