slope,delta_fornax_mag
-1.269813481633599,-0.17846908992347957
-0.6754418677684988,-0.02783025465930299
-0.5713801823084408,-0.18573196376271345
-1.3589764157136397,-0.16624798869641136
-1.2883717969248443,-0.19845637223006188
-1.2763609064722197,-0.2679057648162812
-1.0266487924272811,-0.19845313533553047
-1.2346543102593195,-0.1876902180869417
-1.7427794030265846,-0.3086231861187102
-0.34895048246833144,-0.11968244023846485
-1.0713908225523003,-0.19669692770801805
-0.6311061784268761,-0.11022724650861503
-0.517472686772349,-0.11505431953662537
-0.7595541909662377,-0.19834295707816355
-1.9417783687425716,-0.2174094531726399
-0.7259481860126129,-0.1996184192867624
-1.0289300038572142,-0.12716546927956213
-0.4914999694003848,-0.08588220761288666
-1.4088654633260227,-0.15898115352163375
-0.8589951341304716,-0.1430151783454182
-2.298138387862469,-0.26493161809889393
0.0283899024568361,-0.17376606492787364
-2.113710319726556,-0.0560487935468243
-1.7826128995619674,-0.3099754829860294
-1.601901673725663,-0.15349676812786825
-7.243862210892021,-0.453803571789871
-0.5029911357478667,-0.21222053889259174
-0.41149881205764866,-0.13213394310904125
-0.7715909137899337,-0.20841204474328853
-2.7225966949620997,-0.37943410156603485
-1.6748065456511394,-0.2545512619756941
-1.5628485247850414,-0.16336304217619765
-0.7992973307396284,-0.13467669337449897
-0.4528139445452586,-0.09105437702757072
-0.7400169406348404,-0.11020423582995602
0.14310640582405068,-0.12317087917758648
-0.8477583028287076,-0.1069198663516972
-1.403192663624835,-0.20768537550755944
-0.5568764641363827,-0.11518615020729957
-1.704829448030679,-0.09195925254220076
-0.5619394165449045,-0.13325982890235816
-0.9533625947497524,-0.08797332722060267
-0.3816685822202148,-0.07414186022354108
-1.1388371281627079,-0.06900961660876156
-1.0431477910219091,-0.11207728663675547
-1.6698881208407819,-0.2177011315894107
-1.3528247671786946,-0.11183948600877631
-0.2509904268342781,-0.01935123883294971
-1.4015531214296173,-0.20886826099570904
-0.2852300761135151,-0.1321599054433466
-0.2732692251616021,-0.1330859920768313
-1.036965265841745,-0.19200191161131921
-1.1968924191436325,-0.08893374898710282
-1.166930230681666,-0.04580227557180403
-0.49744167544519313,-0.21660710674246736
-0.34515392221650315,-0.18931889724052034
-0.5903360226369103,-0.13376707139932315
-0.030248980193664548,-0.12995250349887547
-0.512764478252132,-0.07364177881177705
-1.3339897835069392,-0.17979205139194737
